"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Map1lc3a.3",3.63750678870252e-16,0.479393679727974,0.629,0.438,1.17753369763878e-11,"6","Map1lc3a"
"Nfatc1.1",3.76885253832163e-16,-0.434980696796166,0.072,0.265,1.22005294370548e-11,"6","Nfatc1"
"Rexo2.2",3.88328625894983e-16,0.410313766598668,0.586,0.395,1.25709742774724e-11,"6","Rexo2"
"Dhx30",3.99386763367005e-16,0.353641418986884,0.371,0.199,1.29289483037167e-11,"6","Dhx30"
"Tut7.1",4.00943990496911e-16,-0.537016025193001,0.362,0.546,1.2979358860366e-11,"6","Tut7"
"Pkp4.1",4.10753821013177e-16,0.347408608611529,0.278,0.132,1.32969226938386e-11,"6","Pkp4"
"Apbb2.2",4.19957009657423e-16,0.386609809869991,0.368,0.201,1.35948483166301e-11,"6","Apbb2"
"Cript.1",4.31286488345886e-16,0.362575656867544,0.539,0.344,1.3961606200733e-11,"6","Cript"
"Isyna1.1",4.4245561572629e-16,-0.427959466473856,0.061,0.248,1.43231731922914e-11,"6","Isyna1"
"Eri3",4.43263949278777e-16,0.283860806705659,0.284,0.134,1.43493405660526e-11,"6","Eri3"
"Mras",4.50669150264032e-16,0.499179533581492,0.27,0.132,1.45890617323472e-11,"6","Mras"
"Pla2g12a",4.53035683570646e-16,0.274096318299419,0.255,0.117,1.4665671148549e-11,"6","Pla2g12a"
"Dhrs1",4.59415588776444e-16,0.362676053986832,0.31,0.157,1.48722014398711e-11,"6","Dhrs1"
"Fundc2.2",4.72308433065047e-16,0.321671096396606,0.388,0.213,1.52895685951817e-11,"6","Fundc2"
"Psmd7.2",5.00154724915209e-16,0.419605013394806,0.655,0.466,1.61910087549552e-11,"6","Psmd7"
"Hacd4.4",5.16731106402619e-16,-0.467698662257039,0.043,0.223,1.67276193764656e-11,"6","Hacd4"
"Tmem9",5.23975715587719e-16,0.253333993358077,0.186,0.072,1.69621418650056e-11,"6","Tmem9"
"Map11.2",5.60152217152888e-16,-0.48818069552101,0.145,0.347,1.81332475736733e-11,"6","Map11"
"H2-Q4.3",5.69320327011211e-16,-0.425514382576504,0.064,0.252,1.84300376260069e-11,"6","H2-Q4"
"Tbc1d10b",5.80906552857188e-16,0.274287530217257,0.31,0.153,1.88051069290929e-11,"6","Tbc1d10b"
"4932438A13Rik.1",5.92780921395506e-16,0.338276123103861,0.371,0.199,1.91895039874153e-11,"6","4932438A13Rik"
"Slc36a1.3",6.27984931368693e-16,-0.483919329841085,0.107,0.296,2.03291281982673e-11,"6","Slc36a1"
"Mosmo.1",6.4514894891824e-16,0.330709743046331,0.339,0.177,2.08847617743813e-11,"6","Mosmo"
"Parp9",6.78842218280121e-16,-0.391659336946369,0.043,0.222,2.19754802901641e-11,"6","Parp9"
"Maml3.5",6.89697457818632e-16,-0.389917878509051,0.128,0.336,2.23268861045048e-11,"6","Maml3"
"Ndufc2.1",6.98237406969382e-16,0.452835937368146,0.841,0.733,2.26033413384128e-11,"6","Ndufc2"
"Atp5g1.3",7.12566726640615e-16,0.34703943170228,0.794,0.609,2.306721007481e-11,"6","Atp5g1"
"Trpm2.1",7.17901420037434e-16,-0.387711160090697,0.023,0.197,2.32399047694518e-11,"6","Trpm2"
"Lpcat3.3",7.36614073045607e-16,-0.473624991637251,0.272,0.482,2.38456707726324e-11,"6","Lpcat3"
"Npnt.2",7.68982559781671e-16,-0.473179652240843,0.061,0.239,2.48935034252523e-11,"6","Npnt"
"Dnajc24",7.82494394792661e-16,0.397724589013941,0.394,0.227,2.5330908548228e-11,"6","Dnajc24"
"Cdc42se2",7.9580829918488e-16,0.398568958457361,0.481,0.304,2.57619062612129e-11,"6","Cdc42se2"
"Cebpz.2",8.00146782635697e-16,-0.518790502489414,0.42,0.587,2.59023516474828e-11,"6","Cebpz"
"Rhoa.1",8.82338926603342e-16,-0.361024511610787,0.823,0.913,2.85630757320034e-11,"6","Rhoa"
"Soga1.5",9.64716251925722e-16,-0.517169086459215,0.165,0.355,3.12297945073395e-11,"6","Soga1"
"Ankra2",9.75804220671953e-16,0.330142790893709,0.345,0.179,3.15887342315925e-11,"6","Ankra2"
"Map3k8.1",9.79437204772733e-16,-0.383363440494811,0.023,0.192,3.17063411929029e-11,"6","Map3k8"
"Fbxo9.1",1.00048838441756e-15,0.265125865054837,0.287,0.137,3.23878099803651e-11,"6","Fbxo9"
"Gcc2.1",1.00918934771611e-15,0.353998695708834,0.42,0.243,3.26694775642659e-11,"6","Gcc2"
"Dst.2",1.08896518594459e-15,0.48804283455764,0.759,0.618,3.52519809993981e-11,"6","Dst"
"Zfr",1.08928478538048e-15,0.3840029930382,0.516,0.32,3.5262327072337e-11,"6","Zfr"
"Snx17.3",1.10211161382064e-15,-0.472293892030662,0.435,0.608,3.56775571626017e-11,"6","Snx17"
"Chst1.1",1.18041385641358e-15,0.618050069092211,0.264,0.135,3.82123573598205e-11,"6","Chst1"
"Slc35c2.1",1.22617726913448e-15,-0.471209787843265,0.159,0.356,3.96938105564214e-11,"6","Slc35c2"
"Ppp1r3b.1",1.22838326684294e-15,-0.439632616502435,0.064,0.243,3.97652231142395e-11,"6","Ppp1r3b"
"Tubgcp5.5",1.27563726011289e-15,-0.517751636144039,0.223,0.415,4.12949293843744e-11,"6","Tubgcp5"
"Mfsd1.1",1.2772020983262e-15,-0.444884957016195,0.116,0.31,4.13455863270156e-11,"6","Mfsd1"
"Por",1.29364658961641e-15,0.321567439652724,0.313,0.158,4.18779273990624e-11,"6","Por"
"Cox7b.3",1.34383248183895e-15,0.441660813505778,0.748,0.569,4.35025451020906e-11,"6","Cox7b"
"Pigq",1.37693046007841e-15,0.267629716413729,0.261,0.121,4.45739928536584e-11,"6","Pigq"
"Ppib.3",1.38033723800717e-15,-0.346365288999257,0.861,0.914,4.46842770687680e-11,"6","Ppib"
"Usp22",1.40513158535779e-15,0.395689782721157,0.432,0.25,4.54869196812022e-11,"6","Usp22"
"Hnrnpdl",1.41401094031964e-15,0.428700370192711,0.672,0.494,4.57743621600274e-11,"6","Hnrnpdl"
"Maco1",1.53914940331553e-15,0.396425070547893,0.296,0.15,4.98253444841303e-11,"6","Maco1"
"Eea1.2",1.55084911902723e-15,0.34411186384014,0.42,0.239,5.02040876811495e-11,"6","Eea1"
"Ldha.5",1.63190912103583e-15,-0.53632619738284,0.383,0.563,5.28281620661718e-11,"6","Ldha"
"Mllt11",1.65709754921211e-15,0.581490950964936,0.229,0.106,5.36435618630946e-11,"6","Mllt11"
"Hikeshi.1",1.71057498601969e-15,0.362676147909144,0.365,0.205,5.53747334474293e-11,"6","Hikeshi"
"Lnpk",1.75301732576791e-15,0.260629994717457,0.325,0.163,5.67486768697588e-11,"6","Lnpk"
"Abhd10",1.75410606647377e-15,0.264462298716918,0.165,0.063,5.67839215838888e-11,"6","Abhd10"
"Hras.1",1.87716075621271e-15,0.367236153430494,0.472,0.293,6.07674480001178e-11,"6","Hras"
"Pmp22.2",2.04281244538182e-15,-0.427339400865507,0.554,0.753,6.61299244819002e-11,"6","Pmp22"
"Mrps36.1",2.15669017113078e-15,0.400208394904367,0.455,0.279,6.98163742198458e-11,"6","Mrps36"
"P2rx7.3",2.2299483558451e-15,-0.499350370035598,0.133,0.326,7.21878881754174e-11,"6","P2rx7"
"Resf1.1",2.32573079967831e-15,-0.54260218116962,0.299,0.492,7.52885574471863e-11,"6","Resf1"
"Wbp2.1",2.36017448964633e-15,0.380439668352896,0.597,0.419,7.64035685788311e-11,"6","Wbp2"
"Pnpla7.2",2.38989333598219e-15,-0.49808273448859,0.168,0.361,7.73656270724155e-11,"6","Pnpla7"
"Rnf11.1",2.6123419259234e-15,0.386519586966081,0.42,0.247,8.45667328259922e-11,"6","Rnf11"
"Tmem106b",2.91190953092503e-15,0.332016873750852,0.446,0.264,9.42643353351052e-11,"6","Tmem106b"
"Arfip2",2.92182651509937e-15,0.268174987415605,0.22,0.096,9.45853679467966e-11,"6","Arfip2"
"Mta3",3.03501839183052e-15,0.254482447274206,0.191,0.079,9.82496153803377e-11,"6","Mta3"
"Snapc3",3.08938098028755e-15,0.288531446700276,0.229,0.102,1.00009441093868e-10,"6","Snapc3"
"Spred1.1",3.10642145846375e-15,0.381769734995926,0.516,0.332,1.00561075453388e-10,"6","Spred1"
"Pfdn5.3",3.11242306873573e-15,-0.357731755395714,0.875,0.919,1.00755359581113e-10,"6","Pfdn5"
"Fkbp4.2",3.25976779581376e-15,0.399456848053008,0.609,0.422,1.05525203086083e-10,"6","Fkbp4"
"Cgas.2",3.34698690120526e-15,-0.393179221172382,0.032,0.202,1.08348659965817e-10,"6","Cgas"
"Kcnq1ot1.1",3.37879000612828e-15,0.709735233068194,0.574,0.416,1.09378190078385e-10,"6","Kcnq1ot1"
"Med21.1",3.40820526315553e-15,0.262851909139862,0.487,0.291,1.10330420778871e-10,"6","Med21"
"Acadl.1",3.50150157084758e-15,0.481849817343956,0.438,0.267,1.13350608851478e-10,"6","Acadl"
"Chn2.1",3.52538263040111e-15,0.603435474683878,0.443,0.29,1.14123686511345e-10,"6","Chn2"
"Trpv2.1",3.57666525670593e-15,-0.396049631016147,0.038,0.206,1.15783807690084e-10,"6","Trpv2"
"Upk1b.3",3.61483646056591e-15,-0.498855576378689,0.049,0.22,1.1701948590144e-10,"6","Upk1b"
"Rnf13.4",3.71079026307734e-15,0.768842090164,0.728,0.685,1.2012570239634e-10,"6","Rnf13"
"Themis2.1",3.75394650930129e-15,-0.394928290069485,0.035,0.203,1.21522756399101e-10,"6","Themis2"
"Fam133b",3.83800313984661e-15,0.403588793114826,0.525,0.335,1.24243837643114e-10,"6","Fam133b"
"Stx12.1",3.92933761488982e-15,0.40432617262477,0.409,0.242,1.27200517269213e-10,"6","Stx12"
"Rraga.1",3.93399784410282e-15,0.358810379136614,0.432,0.259,1.27351378209297e-10,"6","Rraga"
"Atp5j2.4",4.03829421006877e-15,0.366110012922593,0.846,0.717,1.30727660168346e-10,"6","Atp5j2"
"Hccs",4.11561419131737e-15,0.252234998113231,0.27,0.128,1.33230662601326e-10,"6","Hccs"
"Dnaja1.4",4.3422627231677e-15,0.373497799906679,0.867,0.734,1.40567728874385e-10,"6","Dnaja1"
"Zfp281",4.46506284635978e-15,0.28720291668695,0.304,0.154,1.44543014462359e-10,"6","Zfp281"
"Atn1",4.54453292605981e-15,0.294398480311332,0.304,0.154,1.47115619882408e-10,"6","Atn1"
"Ptbp1.1",4.56329400838701e-15,-0.461087033641348,0.214,0.405,1.47722953639504e-10,"6","Ptbp1"
"Lims1.1",4.59382019456985e-15,-0.489245608738432,0.464,0.617,1.48711147338615e-10,"6","Lims1"
"Xbp1",4.64539492088246e-15,-0.45532998675884,0.414,0.607,1.50380724378807e-10,"6","Xbp1"
"Limd1.2",4.83146570429974e-15,0.281888272085461,0.217,0.095,1.56404207779591e-10,"6","Limd1"
"Fnta.1",4.83250998692272e-15,0.37259689153786,0.446,0.273,1.56438013296662e-10,"6","Fnta"
"Actg1.6",4.87328582045023e-15,-0.380329984449747,0.942,0.95,1.57758008579615e-10,"6","Actg1"
"Ube2v2.1",4.88982483723388e-15,0.406920849232553,0.496,0.317,1.58293409630935e-10,"6","Ube2v2"
"Akt2",5.03280788616866e-15,0.386142180543501,0.258,0.124,1.62922056891052e-10,"6","Akt2"
"Ccl2.5",5.04142545364793e-15,-1.56438775825749,0.07,0.247,1.63201024785491e-10,"6","Ccl2"
"Cops5",5.12654057982441e-15,0.353136082021145,0.533,0.348,1.65956371650076e-10,"6","Cops5"
"Eif4ebp1.1",5.3296036149986e-15,-0.409121176368265,0.064,0.241,1.72529928224735e-10,"6","Eif4ebp1"
"Rabgap1",5.33725080973568e-15,0.35967631861206,0.383,0.218,1.72777483212764e-10,"6","Rabgap1"
"Pde4dip",5.41701587508776e-15,0.374675718068508,0.348,0.19,1.75359637908341e-10,"6","Pde4dip"
"Gm34455.1",5.48674900631811e-15,-0.453269775397448,0.043,0.214,1.7761703883253e-10,"6","Gm34455"
"Fam126a",5.58565626640363e-15,0.26343361180167,0.255,0.119,1.80818864656018e-10,"6","Fam126a"
"Sgpl1.1",5.63658412650691e-15,-0.444269281639208,0.159,0.349,1.82467501343282e-10,"6","Sgpl1"
"Ptk2b.2",6.09297650893545e-15,-0.363720734599478,0.061,0.239,1.97241835547258e-10,"6","Ptk2b"
"Plxdc1.2",6.15618340892551e-15,-0.424694332295717,0.055,0.227,1.99287969313737e-10,"6","Plxdc1"
"Gm43305.3",6.29420183137882e-15,-0.491928938214658,0.072,0.247,2.03755901685395e-10,"6","Gm43305"
"Psmc1.1",6.50987719842107e-15,0.346391101712766,0.429,0.259,2.10737744667287e-10,"6","Psmc1"
"Trim37",6.62067982452261e-15,0.269527968195767,0.142,0.051,2.14324647279446e-10,"6","Trim37"
"Chchd3",6.87025700268889e-15,0.313607737996669,0.423,0.249,2.22403959691045e-10,"6","Chchd3"
"Lsp1.3",6.90483475258714e-15,-0.500693320009779,0.064,0.235,2.23523310610751e-10,"6","Lsp1"
"Top2b.1",6.91053348481994e-15,0.464751526734257,0.481,0.312,2.23707789970591e-10,"6","Top2b"
"Gm38843.1",6.95877756450457e-15,-0.390280622201219,0.035,0.201,2.25269547318142e-10,"6","Gm38843"
"Cd74.5",7.09249794729018e-15,-1.57034477379553,0.049,0.223,2.29598343549678e-10,"6","Cd74"
"Xpa",7.37744390699277e-15,0.333537232994284,0.333,0.177,2.3882261415717e-10,"6","Xpa"
"Rab18.1",7.54482906306057e-15,0.384424253945373,0.603,0.432,2.44241206429397e-10,"6","Rab18"
"Ciapin1",7.9781603762352e-15,0.276047603723657,0.272,0.132,2.58269007699486e-10,"6","Ciapin1"
"Vamp7",8.44419713501712e-15,0.328441500236566,0.299,0.154,2.73355549654774e-10,"6","Vamp7"
"Pi4ka",8.52035234674102e-15,0.276768178840096,0.223,0.1,2.758208461687e-10,"6","Pi4ka"
"Zeb1.2",8.88266281859456e-15,0.590175130133259,0.351,0.206,2.87549560763543e-10,"6","Zeb1"
"Rhobtb1.2",8.96570243445556e-15,-0.428116006909253,0.052,0.22,2.90237719208195e-10,"6","Rhobtb1"
"Rab11fip2.1",8.97547998717471e-15,0.2932901881091,0.368,0.2,2.9055423814482e-10,"6","Rab11fip2"
"Dctn4",9.1206160348034e-15,0.352725160892432,0.545,0.352,2.95252582278656e-10,"6","Dctn4"
"Snx1",9.13760699464415e-15,0.355722581901931,0.409,0.241,2.9580261363062e-10,"6","Snx1"
"Rpl31.1",9.15099998618278e-15,-0.401147765496848,0.759,0.826,2.96236171552709e-10,"6","Rpl31"
"Traf5",9.50069262814078e-15,-0.405542896189049,0.055,0.227,3.07556421758173e-10,"6","Traf5"
"Ehbp1l1",9.79230450046646e-15,-0.404639897336803,0.078,0.256,3.169964812891e-10,"6","Ehbp1l1"
"Zfp652.5",9.99070314473259e-15,-0.52566228028399,0.368,0.529,3.23419042201283e-10,"6","Zfp652"
"Naxd",1.04825385404941e-14,0.358295818749775,0.536,0.348,3.39340737632874e-10,"6","Naxd"
"Snx27",1.04870217226851e-14,0.254540095844289,0.339,0.178,3.39485867206761e-10,"6","Snx27"
"Pdlim4.3",1.07281149800686e-14,-0.335761828129555,0.249,0.476,3.47290538134782e-10,"6","Pdlim4"
"Sbno2.1",1.12589983772842e-14,-0.46337280131453,0.154,0.349,3.64476295469445e-10,"6","Sbno2"
"Ylpm1",1.16812428418057e-14,0.288148192474426,0.371,0.204,3.78145193274934e-10,"6","Ylpm1"
"Pip4p1.4",1.17320109845643e-14,-0.495164079896274,0.455,0.614,3.79788659592315e-10,"6","Pip4p1"
"Gm5086.2",1.19523651715169e-14,-0.426706982543534,0.055,0.222,3.86921965332344e-10,"6","Gm5086"
"Nde1.1",1.21876442026415e-14,0.285518118806804,0.304,0.157,3.94538418127911e-10,"6","Nde1"
"Sqstm1.3",1.22142310728741e-14,0.406004812696615,0.548,0.369,3.95399088291079e-10,"6","Sqstm1"
"Psmb4.2",1.26010615768205e-14,0.374664772753335,0.722,0.545,4.07921565364833e-10,"6","Psmb4"
"Gm29488",1.27713080398134e-14,-0.405436961606897,0.029,0.192,4.13432783864839e-10,"6","Gm29488"
"Plekhf2",1.2885597758224e-14,-0.470057889762345,0.174,0.356,4.17132570629228e-10,"6","Plekhf2"
"Apobec1.1",1.31964344536893e-14,-0.399464900568033,0.049,0.221,4.2719497613483e-10,"6","Apobec1"
"Birc3",1.34643947025785e-14,-0.390471887169217,0.049,0.218,4.35869385311873e-10,"6","Birc3"
"Csrnp1.2",1.374874568794e-14,-0.446936953535075,0.072,0.246,4.45074395409995e-10,"6","Csrnp1"
"Mfsd14a.1",1.42980766653875e-14,0.337511239435962,0.435,0.261,4.62857337811925e-10,"6","Mfsd14a"
"Pla2g4a.1",1.4399201766179e-14,-0.440863991630036,0.136,0.327,4.66130959574748e-10,"6","Pla2g4a"
"Snx30.1",1.5047828996093e-14,0.372355494910815,0.342,0.187,4.87128320261524e-10,"6","Snx30"
"Abhd14a",1.55711630604782e-14,0.28711083398328,0.255,0.121,5.040696905938e-10,"6","Abhd14a"
"Tceal9.2",1.62794644098095e-14,0.535212332289017,0.429,0.27,5.26998821874355e-10,"6","Tceal9"
"Senp2.3",1.64236731306688e-14,-0.504402825825941,0.31,0.492,5.31667146586012e-10,"6","Senp2"
"Pcnp.1",1.64755477434211e-14,0.451797433874459,0.58,0.399,5.33346431550029e-10,"6","Pcnp"
"Zkscan1",1.69662858381384e-14,0.283171660284839,0.246,0.114,5.49232605152215e-10,"6","Zkscan1"
"Atrx.1",1.77263856135417e-14,0.487085444211638,0.71,0.555,5.73838555081572e-10,"6","Atrx"
"B3gnt2.1",1.79492570257582e-14,-0.466483741130075,0.139,0.322,5.81053348437844e-10,"6","B3gnt2"
"Trpm7",1.84277967770033e-14,0.363212226457003,0.386,0.222,5.9654463726515e-10,"6","Trpm7"
"Slc16a3.4",1.8461176145453e-14,-0.421948943877254,0.052,0.22,5.97625194180605e-10,"6","Slc16a3"
"Cir1.2",1.84635081350447e-14,0.362504360479369,0.429,0.249,5.97700685347668e-10,"6","Cir1"
"Ubxn6",1.86028708854328e-14,0.360223154890911,0.426,0.256,6.02212136303231e-10,"6","Ubxn6"
"Uqcc2.3",1.9011707412562e-14,0.398337028111381,0.609,0.423,6.15446992359456e-10,"6","Uqcc2"
"Dnm1l",1.91768958068827e-14,0.274065772949794,0.31,0.16,6.20794471060408e-10,"6","Dnm1l"
"Ctr9",1.99568539083155e-14,0.323790312482727,0.333,0.18,6.46043274719988e-10,"6","Ctr9"
"Snn.3",2.03424893371753e-14,-0.451071731800472,0.212,0.408,6.58527064823038e-10,"6","Snn"
"Morn2",2.06269805580374e-14,0.28235168238095,0.212,0.094,6.67736614624786e-10,"6","Morn2"
"Gimap1.2",2.15843490954662e-14,-0.407441117272847,0.032,0.189,6.98728548918432e-10,"6","Gimap1"
"Washc2",2.22142305447153e-14,0.435249676568492,0.513,0.348,7.19119071193524e-10,"6","Washc2"
"Sos1.1",2.24945451148719e-14,0.284993496312118,0.238,0.111,7.28193414458633e-10,"6","Sos1"
"Hook3.3",2.46770105581708e-14,0.391719220976038,0.684,0.526,7.98844185789106e-10,"6","Hook3"
"Glmp.1",2.72795081894174e-14,-0.448773127485892,0.391,0.569,8.83092239107821e-10,"6","Glmp"
"Rpp21",2.81893833156208e-14,0.286066869446509,0.348,0.192,9.12546716693276e-10,"6","Rpp21"
"Cul5",2.87068421195397e-14,0.324116341624721,0.423,0.249,9.29297893093738e-10,"6","Cul5"
"Hk1.1",3.04015492225972e-14,0.271896907029906,0.188,0.08,9.84158951433917e-10,"6","Hk1"
"Cables1.3",3.0778505489841e-14,-0.391492152290502,0.136,0.326,9.96361779717134e-10,"6","Cables1"
"Kcnk12.3",3.18829745547256e-14,-0.398590089085321,0.038,0.199,1.03211565228558e-09,"6","Kcnk12"
"Ctdsp2.2",3.36977221134592e-14,0.324564650721439,0.345,0.19,1.0908626602569e-09,"6","Ctdsp2"
"Klf3.1",3.50793852174523e-14,-0.531233671388095,0.423,0.589,1.13558985825937e-09,"6","Klf3"
"Gapdh.5",3.51294103429763e-14,0.264621735776158,0.957,0.885,1.13720927162283e-09,"6","Gapdh"
"Slc4a7.1",3.51852671759009e-14,-0.468117301393014,0.157,0.339,1.13901746901826e-09,"6","Slc4a7"
"Cmtm8.1",3.67861451877395e-14,-0.390407866219337,0.038,0.197,1.1908410920175e-09,"6","Cmtm8"
"Rin3.1",3.87749357339941e-14,-0.375667309635745,0.035,0.194,1.25522221958086e-09,"6","Rin3"
"Ube3a",3.91798728878386e-14,0.424123493142938,0.626,0.458,1.26833084512511e-09,"6","Ube3a"
"Arid3a.2",3.93868393375155e-14,-0.41992096384071,0.061,0.227,1.27503076303405e-09,"6","Arid3a"
"Gm26740.2",4.11675017426412e-14,-0.392143763743114,0.017,0.17,1.33267436641278e-09,"6","Gm26740"
"Pacc1.2",4.38085629424523e-14,-0.420287387596508,0.07,0.234,1.41817079957307e-09,"6","Pacc1"
"Zdhhc21",4.61443335929573e-14,0.296940271659956,0.2,0.089,1.49378436707121e-09,"6","Zdhhc21"
"Heatr5a",4.62588530376589e-14,-0.459007657627365,0.183,0.365,1.4974915905351e-09,"6","Heatr5a"
"Taf11.1",4.64331388306516e-14,0.290183709410365,0.322,0.173,1.50313357022585e-09,"6","Taf11"
"Sf3b6.1",4.94299557150368e-14,0.414388388744513,0.641,0.462,1.60014652640717e-09,"6","Sf3b6"
"Crebzf",4.9887035457679e-14,0.291988223998107,0.417,0.247,1.61494311183598e-09,"6","Crebzf"
"Neurl1a.1",5.03020628212386e-14,-0.407396534011071,0.043,0.203,1.62837837764914e-09,"6","Neurl1a"
"Cops3",5.17547348718568e-14,0.317407921754386,0.374,0.211,1.67540427727175e-09,"6","Cops3"
"Gimap6.3",5.5045119361669e-14,-0.39893241331212,0.035,0.192,1.78192060397595e-09,"6","Gimap6"
"Ggta1.1",5.80418661232831e-14,-0.416790645791824,0.078,0.25,1.87893129014292e-09,"6","Ggta1"
"Adh5",5.83030650609473e-14,0.411445161165146,0.617,0.457,1.88738682215299e-09,"6","Adh5"
"Mapk14.2",6.15210859781972e-14,-0.437806740363231,0.157,0.337,1.9915605952862e-09,"6","Mapk14"
"D10Wsu102e",6.33247400361319e-14,0.336565296984302,0.232,0.11,2.04994848444966e-09,"6","D10Wsu102e"
"Dennd1a.1",6.37968131287354e-14,0.338882264560432,0.275,0.14,2.06523043460342e-09,"6","Dennd1a"
"Pik3r5.1",6.40439034417997e-14,-0.393672747872215,0.052,0.211,2.07322924221794e-09,"6","Pik3r5"
"Htatsf1.1",6.56692394624574e-14,0.274794039106741,0.278,0.14,2.12584461987867e-09,"6","Htatsf1"
"Itpr2.2",6.63860621795353e-14,-0.396219718458427,0.299,0.51,2.14904960487592e-09,"6","Itpr2"
"Lztfl1.1",6.93506863690554e-14,0.282440763223272,0.319,0.17,2.24502041913906e-09,"6","Lztfl1"
"5031425E22Rik.1",6.97472660312273e-14,0.317576927344138,0.304,0.159,2.25785849596289e-09,"6","5031425E22Rik"
"Nek6.2",7.23408893700231e-14,-0.411854778625024,0.113,0.29,2.34181927068639e-09,"6","Nek6"
"Cd79b.2",7.51486235124636e-14,-0.385370725122969,0.02,0.171,2.43271124034547e-09,"6","Cd79b"
"Bag1.3",7.9394188165194e-14,-0.473441312989558,0.446,0.597,2.57014865928366e-09,"6","Bag1"
"Trim12c.1",8.41440543210694e-14,-0.391698805937414,0.049,0.213,2.72391132648166e-09,"6","Trim12c"
"Fmr1",8.65520065408295e-14,0.339953729564951,0.377,0.22,2.80186155573973e-09,"6","Fmr1"
"Hadhb",8.846364996602e-14,0.405722514947293,0.53,0.358,2.8637452767e-09,"6","Hadhb"
"4833420G17Rik.1",9.42673762519392e-14,0.371054635002301,0.391,0.227,3.05162350402777e-09,"6","4833420G17Rik"
"Ddx17.2",9.52329593553641e-14,0.407361147364116,0.681,0.489,3.08288136025185e-09,"6","Ddx17"
"Ebpl",9.75709629392538e-14,0.304710886697004,0.394,0.229,3.15856721226952e-09,"6","Ebpl"
"Srp14.2",1.01319482667551e-13,0.403425880041273,0.719,0.614,3.27991429291396e-09,"6","Srp14"
"BC031181.1",1.01534597456628e-13,0.373376930112248,0.69,0.541,3.28687798886595e-09,"6","BC031181"
"Agpat3",1.07248656513026e-13,0.424868415604249,0.557,0.386,3.47185350863966e-09,"6","Agpat3"
"Dtnbp1",1.07691424962441e-13,-0.38463206125155,0.154,0.339,3.48618680888415e-09,"6","Dtnbp1"
"Grb2.1",1.07898170186713e-13,-0.403083787356139,0.51,0.652,3.49287956528428e-09,"6","Grb2"
"Gpr160.2",1.10021581483514e-13,-0.384696761350203,0.029,0.181,3.56161863578432e-09,"6","Gpr160"
"Tubb2a.3",1.12723548209319e-13,0.779344115753331,0.559,0.459,3.64908670263207e-09,"6","Tubb2a"
"Tbpl1.4",1.16432003989573e-13,-0.431898495429208,0.183,0.363,3.76913683315045e-09,"6","Tbpl1"
"Ubr7",1.18739133792775e-13,0.252453898510539,0.212,0.096,3.84382323913971e-09,"6","Ubr7"
"Mknk2.2",1.20930637211386e-13,-0.425554519717557,0.133,0.31,3.91476658780698e-09,"6","Mknk2"
"Tgm2.1",1.28278497040992e-13,-0.352351125814862,0.038,0.191,4.15263150621099e-09,"6","Tgm2"
"Sun1.1",1.33706649483413e-13,0.265662165715514,0.2,0.088,4.32835165707703e-09,"6","Sun1"
"Tor3a.2",1.34588721020137e-13,-0.427181074392449,0.104,0.28,4.35690607686387e-09,"6","Tor3a"
"Itfg1",1.38048607547537e-13,0.318387012716908,0.406,0.236,4.46890952352887e-09,"6","Itfg1"
"Ctla2b.3",1.38440271228674e-13,-0.360867982975166,0.02,0.17,4.48158846021464e-09,"6","Ctla2b"
"Tbce",1.52156774054083e-13,0.269594267477137,0.238,0.113,4.92561908967878e-09,"6","Tbce"
"Tuba1b.4",1.52883883959846e-13,-0.406998004604762,0.536,0.666,4.94915709154814e-09,"6","Tuba1b"
"Brd3.1",1.56258473057481e-13,0.342044750289489,0.371,0.214,5.05839928981678e-09,"6","Brd3"
"Bzw2",1.5873310136164e-13,0.382028665621541,0.255,0.13,5.13850795727901e-09,"6","Bzw2"
"Ikbip",1.59413439221817e-13,0.302869259625967,0.275,0.142,5.16053185448868e-09,"6","Ikbip"
"Myadm.2",1.6189472927577e-13,-0.445386409964882,0.11,0.276,5.24085617611524e-09,"6","Myadm"
"Garnl3.4",1.63615821999795e-13,-0.482307985279822,0.11,0.268,5.29657138977737e-09,"6","Garnl3"
"Atf4.4",1.68195217264843e-13,-0.509120415639637,0.394,0.549,5.4448155732975e-09,"6","Atf4"
"Psmd14.1",1.70339467739916e-13,0.309808262373663,0.461,0.282,5.51422924967656e-09,"6","Psmd14"
"Prpsap1",1.78412884103712e-13,0.273309374296144,0.397,0.228,5.77558188420535e-09,"6","Prpsap1"
"Chchd1.2",1.80807966730833e-13,0.345614662746705,0.568,0.371,5.85311549901053e-09,"6","Chchd1"
"Tlr4.1",1.84651140465577e-13,-0.379710357661121,0.038,0.189,5.97752671915165e-09,"6","Tlr4"
"Pja2.1",1.89107152136617e-13,0.367428941816015,0.446,0.282,6.12177672896656e-09,"6","Pja2"
"Imp3.1",1.89679581428352e-13,0.355615856754645,0.568,0.388,6.14030740999862e-09,"6","Imp3"
"Pam16",1.95508541441246e-13,0.330869780503049,0.423,0.252,6.329002503536e-09,"6","Pam16"
"Psmb6.2",1.98868042729582e-13,0.358295028608041,0.728,0.582,6.43775627924204e-09,"6","Psmb6"
"Slamf6.1",2.0822660143963e-13,-0.358516734092745,0.017,0.162,6.7407115418037e-09,"6","Slamf6"
