"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ctla2b",5.47588974255412e-155,0.327133155609891,0.384,0.136,1.77265502745962e-150,"7","Ctla2b"
"Tmem1601",1.66939802810025e-154,0.50118655833849,0.822,0.482,5.40417529656611e-150,"7","Tmem160"
"Dynll1",3.88522208184671e-154,0.566369608226058,0.933,0.695,1.25772409233542e-149,"7","Dynll1"
"Eif6",6.39640362566268e-154,0.461145753155003,0.767,0.409,2.07064378169952e-149,"7","Eif6"
"Tkt1",7.42015177916348e-154,0.493859081766619,0.83,0.49,2.4020515339508e-149,"7","Tkt"
"Calm31",9.84774773883127e-154,0.461697547451082,0.734,0.384,3.18791289801446e-149,"7","Calm3"
"Ubl4a",1.11278255535345e-152,0.288267983481317,0.437,0.164,3.6022996881902e-148,"7","Ubl4a"
"Ddx58",1.39636449625825e-152,0.347409607240505,0.348,0.12,4.52031114728721e-148,"7","Ddx58"
"Mrpl55",2.16839697289714e-152,0.304225695483947,0.494,0.196,7.01953468066263e-148,"7","Mrpl55"
"Gars",4.5832421040266e-151,0.311335889748357,0.475,0.188,1.48368713391549e-146,"7","Gars"
"Cks2",9.29812768843707e-151,0.28870730832023,0.405,0.147,3.00998989530085e-146,"7","Cks2"
"Nrp2",4.16945435082423e-150,0.3383912185769,0.477,0.19,1.34973576244882e-145,"7","Nrp2"
"Ddx1",4.31617214450421e-149,0.322955368997786,0.518,0.213,1.3972312466189e-144,"7","Ddx1"
"Slc2a1",1.29059025421033e-148,0.304697441218214,0.404,0.149,4.17789877092968e-144,"7","Slc2a1"
"Myl12a",1.47253169180638e-148,0.511770091912914,0.836,0.514,4.76687959271562e-144,"7","Myl12a"
"Snrpb1",2.07450524544396e-148,0.477327471939741,0.93,0.688,6.71558838055117e-144,"7","Snrpb"
"Chmp4b",3.01537679446987e-148,0.525764528069898,0.85,0.532,9.76137775905787e-144,"7","Chmp4b"
"Igtp",3.75143184954351e-148,0.420375749895481,0.417,0.162,1.21441351833423e-143,"7","Igtp"
"Ssrp11",3.77911708321195e-148,0.36496363757434,0.596,0.268,1.22337578217737e-143,"7","Ssrp1"
"Psmd21",6.18093864945508e-148,0.406501229852543,0.666,0.322,2.0008934596016e-143,"7","Psmd2"
"Rpl132",6.76493439715378e-148,0.327228398983089,0.999,0.999,2.18994456304662e-143,"7","Rpl13"
"Sms",8.15377384291867e-148,0.294966235458032,0.464,0.181,2.63953966842963e-143,"7","Sms"
"Dnmt11",8.98230198461553e-148,0.274626957116547,0.38,0.135,2.90775079845974e-143,"7","Dnmt1"
"Glrx31",1.05905838748306e-147,0.471040455756265,0.773,0.425,3.42838381196016e-143,"7","Glrx3"
"Tmpo1",4.71369589780609e-147,0.370683479157026,0.6,0.272,1.52591763603779e-142,"7","Tmpo"
"Serpine11",5.08176649860509e-147,0.712896562695853,0.376,0.142,1.64506945092844e-142,"7","Serpine1"
"Psmb71",9.91588488895032e-147,0.431329836022627,0.716,0.373,3.209970256251e-142,"7","Psmb7"
"Mrpl141",1.77459752754929e-146,0.376007224503715,0.649,0.301,5.74472711618257e-142,"7","Mrpl14"
"Psmd121",2.32927126790737e-146,0.46002031822228,0.781,0.435,7.54031694846973e-142,"7","Psmd12"
"Etf1",2.34291486492292e-146,0.361279919062442,0.608,0.276,7.58448400072849e-142,"7","Etf1"
"Npm3",5.33884459049488e-146,0.291265341677509,0.463,0.182,1.728290770835e-141,"7","Npm3"
"Mrpl15",2.02602133749124e-145,0.350429402140539,0.617,0.277,6.55863627372666e-141,"7","Mrpl15"
"Hyou1",5.75847547132848e-145,0.251362584222829,0.358,0.124,1.86413367957845e-140,"7","Hyou1"
"Ndufa31",7.41943842955422e-145,0.42210697632014,0.773,0.41,2.40182060841529e-140,"7","Ndufa3"
"G3bp11",1.22283711705603e-144,0.506281321055873,0.85,0.54,3.95856831533377e-140,"7","G3bp1"
"Psmg4",1.66232190193401e-144,0.306177460139683,0.518,0.215,5.38126846094079e-140,"7","Psmg4"
"Mrps18b",7.71495057208003e-144,0.282956309734845,0.475,0.189,2.49748379919375e-139,"7","Mrps18b"
"Ndufa14",6.39541896036927e-143,0.430055821923057,0.737,0.379,2.07032502585074e-138,"7","Ndufa1"
"Phb",1.2256332970885e-142,0.30202746811077,0.531,0.223,3.96762010933489e-138,"7","Phb"
"Prpf31",1.49133906674441e-142,0.25474200842464,0.443,0.17,4.82776282686501e-138,"7","Prpf31"
"Prelid3b",1.62308081836925e-142,0.309946567178804,0.5,0.208,5.25423722522495e-138,"7","Prelid3b"
"Nucb21",1.72468607704127e-142,0.290183558078984,0.463,0.184,5.58315376859799e-138,"7","Nucb2"
"Tmem1671",2.59424592663727e-142,0.441399808548009,0.735,0.396,8.39809291371016e-138,"7","Tmem167"
"Rfc21",5.26094522922459e-142,0.343124649526021,0.592,0.264,1.70307318960458e-137,"7","Rfc2"
"Ak21",9.9820547816896e-142,0.43728321436575,0.724,0.379,3.23139077392856e-137,"7","Ak2"
"Vps29",1.04927937439617e-141,0.447744525640104,0.812,0.467,3.3967271907953e-137,"7","Vps29"
"Mrpl511",3.23618055595831e-141,0.343192582073348,0.631,0.293,1.04761636957482e-136,"7","Mrpl51"
"Cenpx1",3.79460993702738e-141,0.466450252198316,0.78,0.436,1.2283911288145e-136,"7","Cenpx"
"Gusb1",5.77244579207615e-141,0.48544604748772,0.901,0.646,1.86865615181089e-136,"7","Gusb"
"Ppan",1.47884012838531e-140,0.270226322357859,0.374,0.135,4.78730126360893e-136,"7","Ppan"
"Epsti1",1.73601674101267e-140,0.52433770837885,0.657,0.341,5.61983339400622e-136,"7","Epsti1"
"Mrpl13",8.082847770002e-140,0.300817172186908,0.519,0.219,2.61657948010505e-135,"7","Mrpl13"
"Aurkaip1",9.31580888161656e-140,0.424343685187085,0.696,0.361,3.01571365115691e-135,"7","Aurkaip1"
"Rbx1",1.34929927906274e-139,0.468772261475184,0.94,0.727,4.36795162618189e-135,"7","Rbx1"
"Pfkl",4.00010016560256e-139,0.444678026636019,0.698,0.366,1.29491242560886e-134,"7","Pfkl"
"Ap1s1",4.80762093677466e-139,0.299720271966603,0.457,0.183,1.55632304965269e-134,"7","Ap1s1"
"Gnl31",1.42094784023435e-138,0.424609721640578,0.643,0.316,4.59989234840663e-134,"7","Gnl3"
"Mrpl11",1.76930300898623e-138,0.334290391917351,0.606,0.277,5.72758770069023e-134,"7","Mrpl11"
"Marcksl13",2.12373376603211e-138,0.522367811891213,0.692,0.37,6.87495094739916e-134,"7","Marcksl1"
"Stip11",2.38685679591383e-138,0.319486423364771,0.548,0.239,7.72673281973227e-134,"7","Stip1"
"Abracl1",3.23960216314593e-138,0.471252316762115,0.804,0.481,1.0487240122536e-133,"7","Abracl"
"Pfdn6",4.14450367814639e-138,0.349343079241848,0.587,0.268,1.34165873068955e-133,"7","Pfdn6"
"Mrps25",5.62474558971467e-138,0.316658980220507,0.497,0.207,1.82084264230243e-133,"7","Mrps25"
"Rbbp71",1.0008123100308e-137,0.352920975936045,0.625,0.293,3.23982961003169e-133,"7","Rbbp7"
"H2afz1",1.03269998738812e-137,0.448573085290568,0.973,0.854,3.34305639917281e-133,"7","H2afz"
"Ndufv31",2.75054954024923e-137,0.455605715713192,0.746,0.413,8.9040789716948e-133,"7","Ndufv3"
"Oaz1",9.07142400652625e-137,0.385649602418513,0.995,0.953,2.93660137939268e-132,"7","Oaz1"
"Mrpl421",5.49757279431875e-136,0.427525591830264,0.698,0.361,1.77967426497687e-131,"7","Mrpl42"
"Nmi",1.77079607452716e-135,0.322271014510843,0.424,0.168,5.73242105245931e-131,"7","Nmi"
"Dnajc19",5.85172330810581e-135,0.39683573176947,0.704,0.363,1.89431986930001e-130,"7","Dnajc19"
"Pitpna",7.7142782343376e-135,0.453289044769517,0.821,0.497,2.49726615001977e-130,"7","Pitpna"
"Ipo51",1.03488015066097e-134,0.28036939380676,0.484,0.201,3.35011402371968e-130,"7","Ipo5"
"Tnfsf13b",1.10447260933452e-134,0.263792447325406,0.39,0.148,3.5753987309377e-130,"7","Tnfsf13b"
"Rars",1.42660248414951e-134,0.315078709235958,0.476,0.199,4.6181975616888e-130,"7","Rars"
"Pop5",2.47168452022186e-134,0.332027127348541,0.583,0.264,8.0013371288622e-130,"7","Pop5"
"Tceal9",3.33391124540655e-134,0.33953385922431,0.553,0.248,1.07925374836301e-129,"7","Tceal9"
"Lage3",4.02754397834722e-134,0.302789310731023,0.541,0.235,1.30379653667056e-129,"7","Lage3"
"Nans",4.37204577444375e-134,0.276330300621813,0.462,0.187,1.41531865810293e-129,"7","Nans"
"Tmem2081",5.9472732453447e-134,0.429253894510184,0.831,0.494,1.92525129498299e-129,"7","Tmem208"
"Xpo11",1.15210912473629e-133,0.261973791421671,0.471,0.191,3.72960765859631e-129,"7","Xpo1"
"Pfdn1",1.24712210382619e-133,0.346455526116,0.619,0.29,4.03718367450616e-129,"7","Pfdn1"
"Stoml2",1.91362888685652e-133,0.323004866349724,0.556,0.249,6.19479943253193e-129,"7","Stoml2"
"Mrps18c",3.23379763148324e-133,0.327426739642801,0.611,0.283,1.04684496926375e-128,"7","Mrps18c"
"Rpl91",3.60217154645972e-133,0.326006301256339,1,0.995,1.16609497301994e-128,"7","Rpl9"
"Ndufaf8",3.72074191616849e-133,0.311897233841324,0.554,0.246,1.20447857310206e-128,"7","Ndufaf8"
"Ndufv2",8.55864539708319e-133,0.393909601114629,0.681,0.346,2.77060468794377e-128,"7","Ndufv2"
"Hmgn21",1.12993498242847e-132,0.421599832547758,0.715,0.382,3.65782552511744e-128,"7","Hmgn2"
"Ptges31",1.18610285532629e-132,0.439985692957884,0.826,0.498,3.83965216326227e-128,"7","Ptges3"
"Ndufa131",2.04049010810725e-132,0.476466228103221,0.926,0.715,6.60547457796479e-128,"7","Ndufa13"
"Commd1",2.10672818699269e-132,0.394743478171175,0.648,0.322,6.81990048693274e-128,"7","Commd1"
"Arl5c2",4.937423145623e-132,0.526004013338899,0.489,0.223,1.59834262070108e-127,"7","Arl5c"
"Tomm5",1.85778253796917e-131,0.361482294202095,0.653,0.32,6.0140136319138e-127,"7","Tomm5"
"Akr1a1",2.27113874978736e-131,0.489809650141404,0.947,0.717,7.35213036081164e-127,"7","Akr1a1"
"Dnajc15",5.91799155743221e-131,0.310058104427209,0.552,0.244,1.91577222697195e-126,"7","Dnajc15"
"Ube2l31",2.03817313652229e-130,0.448062677745297,0.815,0.501,6.59797407754995e-126,"7","Ube2l3"
"Cfdp1",4.14770386104701e-130,0.343168101611587,0.62,0.294,1.34269469389814e-125,"7","Cfdp1"
"Eif4e",4.41487511498493e-130,0.333847681185697,0.641,0.308,1.42918337222292e-125,"7","Eif4e"
"Rpl282",1.16533711427966e-129,0.356037646450852,1,0.989,3.77242930634611e-125,"7","Rpl28"
"Eloc1",5.12684351379203e-129,0.443538309875795,0.802,0.482,1.65966178228476e-124,"7","Eloc"
"Id21",5.81247009883432e-129,0.609590224287086,0.573,0.293,1.88161282039465e-124,"7","Id2"
"Dnajc31",7.11166651423355e-129,0.471742337996315,0.859,0.58,2.30218868398769e-124,"7","Dnajc3"
"Tbca",6.98332699745356e-128,0.464523981836211,0.881,0.586,2.26064261561567e-123,"7","Tbca"
"Slc15a3",8.01626497631359e-128,0.537925376220276,0.831,0.561,2.59502529813223e-123,"7","Slc15a3"
"Mdh2",8.76688916932296e-128,0.426551426240652,0.762,0.428,2.83801736189323e-123,"7","Mdh2"
"Grn1",1.2821934090886e-127,0.405064866527594,0.979,0.963,4.15071650390161e-123,"7","Grn"
"Psma11",1.56072125523833e-127,0.434802760713856,0.865,0.581,5.05236684745751e-123,"7","Psma1"
"Smdt11",1.68263683423273e-127,0.459706848620442,0.858,0.555,5.4470319597782e-123,"7","Smdt1"
"Ndufa111",2.44160908928976e-127,0.453957853355246,0.742,0.41,7.9039769438488e-123,"7","Ndufa11"
"Rps162",3.35393275455736e-127,0.320885591616888,1,0.996,1.08573511130531e-122,"7","Rps16"
"Dnaja1",7.08522066251122e-127,0.526467352405806,0.945,0.736,2.29362763286813e-122,"7","Dnaja1"
"Tmem126a",7.36266026869115e-127,0.310482710931149,0.561,0.255,2.3834403821807e-122,"7","Tmem126a"
"Rpl43",1.33325465750723e-126,0.387149340395099,0.983,0.909,4.31601197728241e-122,"7","Rpl4"
"Rpl27a2",1.9261849755035e-126,0.304938213930545,1,0.999,6.23544600269992e-122,"7","Rpl27a"
"Rpl7a1",6.30585004302587e-126,0.359367887921435,0.997,0.966,2.04132977592833e-121,"7","Rpl7a"
"Txn2",8.94438349642966e-126,0.333811040540779,0.601,0.285,2.89547582546421e-121,"7","Txn2"
"Ogfr",3.02027455509761e-125,0.320923951268551,0.54,0.245,9.77723278976197e-121,"7","Ogfr"
"Ormdl21",7.18132583179011e-125,0.357241520732328,0.662,0.334,2.32473879826709e-120,"7","Ormdl2"
"Mrps211",7.00901558845815e-124,0.374037804101096,0.7,0.362,2.26895852629567e-119,"7","Mrps21"
"Eif4ebp1",1.92888228353012e-123,0.307050927229147,0.501,0.223,6.2441777282437e-119,"7","Eif4ebp1"
"Rex1bd1",2.46276312049465e-123,0.363852015444102,0.671,0.342,7.97245677366527e-119,"7","Rex1bd"
"Trnau1ap",1.27932197513944e-122,0.251490941104644,0.422,0.171,4.14142109792138e-118,"7","Trnau1ap"
"Paics1",6.6027718634387e-122,0.298801734359376,0.533,0.24,2.13744930763238e-117,"7","Paics"
"Mrpl57",1.27510496817376e-121,0.300394614042034,0.563,0.26,4.12776980297208e-117,"7","Mrpl57"
"Rps132",1.71043442907511e-121,0.300060345833097,0.999,0.994,5.53701833380195e-117,"7","Rps13"
"Mrpl28",3.42897344436398e-121,0.274735863869217,0.495,0.215,1.11002728340951e-116,"7","Mrpl28"
"Ap2s1",4.9969813436802e-121,0.375364670793106,0.709,0.378,1.61762280057615e-116,"7","Ap2s1"
"Snrpg1",3.61751099899756e-120,0.444469439569889,0.91,0.632,1.17106066059549e-115,"7","Snrpg"
"Zcrb1",9.86061730535472e-120,0.382885888892811,0.734,0.397,3.19207903408943e-115,"7","Zcrb1"
"Commd4",1.3007288733831e-119,0.348329132915962,0.616,0.307,4.21071950891578e-115,"7","Commd4"
"Gpi1",1.32618726790053e-119,0.446717773413291,0.805,0.505,4.29313342364761e-115,"7","Gpi1"
"Selenof1",3.58454901211447e-119,0.380984291868709,0.963,0.862,1.1603902062017e-114,"7","Selenof"
"Prkcsh1",1.17885716126087e-118,0.341989764752249,0.662,0.335,3.81619640243368e-114,"7","Prkcsh"
"Dpy30",1.33849579936299e-118,0.32681525799572,0.592,0.284,4.33297860169788e-114,"7","Dpy30"
"Rpl292",1.37591740028591e-118,0.345157975670724,0.998,0.972,4.45411980820556e-114,"7","Rpl29"
"Tmed101",1.52079273397988e-118,0.379259453679299,0.961,0.838,4.92311023843967e-114,"7","Tmed10"
"Rpl37a2",5.53273111937016e-118,0.322710798175997,0.999,0.995,1.79105571796251e-113,"7","Rpl37a"
"Smn1",1.225470157381e-117,0.254743432000374,0.417,0.171,3.96709199347378e-113,"7","Smn1"
"Ostc1",2.81442790730014e-117,0.426982508913454,0.855,0.566,9.11086602151201e-113,"7","Ostc"
"Mien1",5.43617700347817e-117,0.353101586876422,0.639,0.326,1.75979921956595e-112,"7","Mien1"
"Ywhaq",8.17984763255949e-117,0.390510376098274,0.805,0.482,2.64798027561216e-112,"7","Ywhaq"
"Spcs22",9.32492698057838e-117,0.378144963726215,0.973,0.87,3.01866536215283e-112,"7","Spcs2"
"Naca1",1.61883031845125e-116,0.347261596643141,0.994,0.948,5.24047750689037e-112,"7","Naca"
"Apex11",1.68926032666232e-116,0.315872629785614,0.577,0.277,5.46847352947126e-112,"7","Apex1"
"Rpl310",2.30135845521646e-116,0.301066953947487,0.999,0.99,7.44995759122672e-112,"7","Rpl3"
"Rpl36a2",2.33496138948568e-116,0.387764604561756,0.994,0.932,7.55873701004304e-112,"7","Rpl36a"
"Trim30d",3.33598436455157e-116,0.38753236016963,0.484,0.222,1.07992485849263e-111,"7","Trim30d"
"Coq2",1.10592167120698e-115,0.251223981812462,0.479,0.208,3.58008963403124e-111,"7","Coq2"
"Ddx211",6.7522442233576e-115,0.354926409026263,0.644,0.332,2.18583649998532e-110,"7","Ddx21"
"P4hb1",1.0588328619561e-114,0.403639556946388,0.812,0.501,3.42765374072429e-110,"7","P4hb"
"Eif3g",9.03969386557413e-114,0.346091838081517,0.689,0.362,2.92632969816366e-109,"7","Eif3g"
"Polr1d",1.04567623700991e-113,0.422592164777199,0.884,0.617,3.38506311444847e-109,"7","Polr1d"
"U2af11",1.04795086623528e-113,0.391759944929655,0.783,0.457,3.39242654417684e-109,"7","U2af1"
"Hnrnpd1",1.09909379068467e-113,0.418338505649679,0.862,0.581,3.55798641920442e-109,"7","Hnrnpd"
"Ndufb4",2.67165217659277e-113,0.417627042645527,0.806,0.498,8.64867242606613e-109,"7","Ndufb4"
"Mt12",6.62457730827966e-113,0.52598120548763,0.838,0.541,2.14450816623629e-108,"7","Mt1"
"Anxa5",8.64744166349694e-113,0.301143975991251,0.396,0.166,2.79934981530723e-108,"7","Anxa5"
"Psmc2",9.54456606392763e-113,0.389004381793597,0.79,0.466,3.08976692621465e-108,"7","Psmc2"
"Txndc17",1.64672556584415e-112,0.39968808755808,0.808,0.497,5.33078000175069e-108,"7","Txndc17"
"Prdx21",2.55464277565028e-112,0.413981363842067,0.846,0.553,8.26988959333508e-108,"7","Prdx2"
"Rpl61",4.24236914877423e-112,0.304507928746768,0.999,0.99,1.37333974084119e-107,"7","Rpl6"
"Svbp",1.00424237619615e-111,0.372150390435515,0.698,0.377,3.25093342022217e-107,"7","Svbp"
"Emc4",2.79543253435998e-111,0.262830129841405,0.57,0.266,9.04937420023013e-107,"7","Emc4"
"Eny2",3.14582937998919e-111,0.279944413824663,0.544,0.254,1.0183678868901e-106,"7","Eny2"
"Psmd131",5.73833763959811e-111,0.335940054490156,0.695,0.37,1.8576146606907e-106,"7","Psmd13"
"Eif3j11",6.53574805374105e-111,0.368405740490874,0.732,0.413,2.11575235995705e-106,"7","Eif3j1"
"Atpif11",1.22043021595197e-110,0.456633644763522,0.921,0.699,3.95077669507972e-106,"7","Atpif1"
"Eif1a",1.70472971084757e-110,0.296679016800875,0.577,0.281,5.51855101995575e-106,"7","Eif1a"
"mt-Co22",3.5605630876821e-110,0.318258132520686,0.995,0.997,1.15262548274445e-105,"7","mt-Co2"
"Arpp191",4.90801440234711e-110,0.39362095496382,0.816,0.515,1.58882242232781e-105,"7","Arpp19"
"Tmed2",7.16563500795312e-110,0.370209654826434,0.954,0.781,2.31965936477458e-105,"7","Tmed2"
"Lars",2.37861943622824e-109,0.269443241763879,0.536,0.249,7.70006683895807e-105,"7","Lars"
"Psmd11",3.60932032424468e-109,0.31981330164451,0.642,0.333,1.16840917536449e-104,"7","Psmd1"
"Rps282",4.24245294258904e-109,0.330959408100402,0.999,0.986,1.37336686657492e-104,"7","Rps28"
"Fcgr1",1.39573064030688e-108,0.615716119925751,0.945,0.852,4.51825922880144e-104,"7","Fcgr1"
"Tgm2",1.60970378112744e-108,0.274695405705142,0.418,0.18,5.21093308026575e-104,"7","Tgm2"
"Txnl4a",7.7700003029778e-108,0.256982816814255,0.519,0.239,2.51530449807997e-103,"7","Txnl4a"
"Iah1",1.42697892771692e-107,0.253928627443939,0.46,0.204,4.61941618480523e-103,"7","Iah1"
"Ywhae",2.54729556268051e-107,0.376353307367804,0.961,0.812,8.24610519550935e-103,"7","Ywhae"
"Cyc1",6.14502642449156e-107,0.363433178495203,0.727,0.41,1.98926795413641e-102,"7","Cyc1"
"Polr2i",8.05139190290391e-107,0.278021372443212,0.573,0.273,2.60639658680805e-102,"7","Polr2i"
"Ndufa71",8.22644129341915e-107,0.43720513346791,0.873,0.604,2.66306357550565e-102,"7","Ndufa7"
"Slc25a3",1.00466275324902e-106,0.403139156853842,0.961,0.802,3.25229426481773e-102,"7","Slc25a3"
"Sap18",1.81460603468382e-106,0.319843456608171,0.646,0.333,5.87424265547848e-102,"7","Sap18"
"Eprs1",2.38766901433124e-106,0.348851790809942,0.694,0.384,7.72936213319308e-102,"7","Eprs"
"Dnajc2",3.84310239431891e-106,0.292828029270517,0.608,0.304,1.24408910708892e-101,"7","Dnajc2"
"Il1b2",3.8027529493851e-105,0.684060206380745,0.405,0.187,1.23102718477495e-100,"7","Il1b"
"Glrx5",7.47759433665034e-105,0.287421224733069,0.577,0.283,2.42064683866045e-100,"7","Glrx5"
"Ndufb5",1.07810085949589e-104,0.370218315920019,0.865,0.568,3.4900281023601e-100,"7","Ndufb5"
"Metap21",1.47736944001336e-104,0.370841649816706,0.801,0.501,4.78254035121124e-100,"7","Metap2"
"Txnl11",2.5084580431358e-104,0.385074204361747,0.804,0.505,8.1203803772392e-100,"7","Txnl1"
"Morf4l2",3.66834806039785e-104,0.327726957777439,0.671,0.361,1.18751763411199e-99,"7","Morf4l2"
"Ly861",4.89700951062074e-104,0.342954995114596,0.996,0.998,1.58525991877815e-99,"7","Ly86"
"Strap",5.99839304890909e-104,0.29275846194549,0.654,0.338,1.94179979779285e-99,"7","Strap"
"Spcs31",7.24621809710582e-104,0.302843739562412,0.629,0.322,2.3457457223951e-99,"7","Spcs3"
"Mrpl231",9.35690296016761e-104,0.387072405314593,0.807,0.496,3.02901662626546e-99,"7","Mrpl23"
"Eif4g11",2.10679682728418e-103,0.348631703050485,0.714,0.405,6.82012268928435e-99,"7","Eif4g1"
"Polr2k",3.1849615600453e-103,0.271866551263956,0.57,0.277,1.03103575621786e-98,"7","Polr2k"
"Mcts1",4.16339735716373e-103,0.324135906829481,0.662,0.356,1.34777499246104e-98,"7","Mcts1"
"Tpd52",7.4578705786649e-103,0.375213858894994,0.758,0.445,2.4142618637254e-98,"7","Tpd52"
"Mrps7",9.88556979553192e-103,0.274775922971409,0.517,0.245,3.20015665420959e-98,"7","Mrps7"
"Hspa41",4.95373998424348e-102,0.392135953608142,0.772,0.466,1.6036247076993e-97,"7","Hspa4"
"Psmd8",2.02948698126348e-101,0.387873390193435,0.775,0.476,6.56985525574614e-97,"7","Psmd8"
"Erp291",3.32216754157116e-101,0.324907928339154,0.987,0.955,1.07545207655742e-96,"7","Erp29"
"Ciao2b",5.80200224162122e-101,0.328738449818361,0.669,0.364,1.87822416565762e-96,"7","Ciao2b"
"Ms4a6c",2.25908185048575e-100,0.360611518984759,0.528,0.265,7.31309976639246e-96,"7","Ms4a6c"
"Erp44",2.27394059496201e-100,0.306592238780478,0.637,0.332,7.361200494011e-96,"7","Erp44"
"Slc38a101",2.58079294040635e-100,0.342982358062789,0.62,0.332,8.35454290668343e-96,"7","Slc38a10"
"Edf1",4.38596117057548e-100,0.400207679040761,0.903,0.68,1.4198233501387e-95,"7","Edf1"
"H2-D12",1.21013300025948e-99,0.408106231550863,0.971,0.887,3.91744254844e-95,"7","H2-D1"
"Hdgf",1.57082588589631e-99,0.299826034148599,0.652,0.341,5.08507755782354e-95,"7","Hdgf"
"Phf5a",2.87281949902891e-99,0.303421898162876,0.634,0.331,9.29989128225638e-95,"7","Phf5a"
"Kdelr21",6.11018159496071e-99,0.283218717894374,0.65,0.341,1.97798798592068e-94,"7","Kdelr2"
"Rsl1d11",9.43301488498605e-99,0.356073491264279,0.764,0.455,3.05365557856768e-94,"7","Rsl1d1"
"mt-Nd22",1.15038272964778e-98,0.364016417558616,0.992,0.994,3.72401897241581e-94,"7","mt-Nd2"
"Sf3b5",1.45214128427491e-98,0.349455071066333,0.732,0.425,4.70087176545474e-94,"7","Sf3b5"
"Mrpl17",1.63624747137712e-98,0.335158095860064,0.705,0.396,5.296860314342e-94,"7","Mrpl17"
"Ufm1",1.70331015194598e-98,0.255254171992855,0.524,0.252,5.51395562387953e-94,"7","Ufm1"
"Cgas",3.34822707400847e-98,0.266874716319051,0.423,0.192,1.08388806839802e-93,"7","Cgas"
"Lap3",4.54596946444146e-98,0.501328009945797,0.864,0.604,1.47162123502899e-93,"7","Lap3"
"Ndufa8",8.55003233592623e-98,0.376417240124447,0.802,0.506,2.76781646778604e-93,"7","Ndufa8"
"Psmc3",1.35346500113209e-97,0.370325836373738,0.815,0.512,4.3814369016648e-93,"7","Psmc3"
"Eif3l",1.87573282731054e-97,0.272376005221831,0.584,0.294,6.07212230856968e-93,"7","Eif3l"
"Naa20",2.97077863154631e-97,0.312515747108046,0.677,0.367,9.61700458604171e-93,"7","Naa20"
"Vcp1",4.87269568283343e-97,0.380448683191329,0.866,0.599,1.57738904644684e-92,"7","Vcp"
"Uchl3",6.6463882137663e-97,0.251592751920623,0.511,0.244,2.15156879256043e-92,"7","Uchl3"
"Znfx1",6.86910016379743e-96,0.352105160937975,0.498,0.249,2.2236651050245e-91,"7","Znfx1"
"Ndufs4",8.52226405702264e-96,0.31221919648243,0.665,0.365,2.75882732053937e-91,"7","Ndufs4"
"Sdhb",3.48451027812816e-95,0.364047681127048,0.767,0.463,1.12800566723565e-90,"7","Sdhb"
"Ier34",4.45256879832904e-95,0.669307399344028,0.829,0.634,1.44138557139508e-90,"7","Ier3"
"Hprt1",1.13377714159055e-94,0.36097415457988,0.784,0.491,3.67026336275692e-90,"7","Hprt"
"Klf101",1.86785067334678e-94,0.364340516112543,0.332,0.142,6.04660619975821e-90,"7","Klf10"
"Hck",2.0431606848022e-94,0.413097521754492,0.866,0.604,6.61411976884167e-90,"7","Hck"
"Cotl11",3.45762773780438e-94,0.39027722207744,0.955,0.817,1.11930325128203e-89,"7","Cotl1"
"Grpel1",3.42077835829604e-93,0.297975689159323,0.642,0.346,1.1073743701476e-88,"7","Grpel1"
"Ddx24",3.77884570869935e-93,0.366957956804148,0.784,0.489,1.22328793282015e-88,"7","Ddx24"
"Rpl222",3.96925086537552e-93,0.298846475097155,0.994,0.967,1.28492589013936e-88,"7","Rpl22"
"M6pr",7.70841534163581e-93,0.353728899175322,0.755,0.457,2.49536821439434e-88,"7","M6pr"
"Fbl",1.76608287732733e-92,0.336767336632163,0.751,0.442,5.71716349048402e-88,"7","Fbl"
"Pdgfa",1.79610206219988e-92,0.332256787320194,0.486,0.24,5.81434159575346e-88,"7","Pdgfa"
"Gadd45gip1",3.96836751226945e-92,0.281914193513666,0.597,0.31,1.28463993107187e-87,"7","Gadd45gip1"
"Psmb9",4.84736060914947e-92,0.376260963308216,0.711,0.422,1.56918757639387e-87,"7","Psmb9"
"Csnk2b",6.7030268235731e-92,0.286636143238355,0.664,0.357,2.16990384332709e-87,"7","Csnk2b"
"Acp1",1.36548473569785e-91,0.263142954153331,0.606,0.316,4.42034718640107e-87,"7","Acp1"
"Yif1b",1.41863860561744e-91,0.338544944424056,0.757,0.458,4.59241689410479e-87,"7","Yif1b"
"Tmem14c1",5.02465387652276e-91,0.361841073229766,0.912,0.706,1.62658095290795e-86,"7","Tmem14c"
"Vmp11",2.18453165972146e-90,0.366776968949308,0.805,0.52,7.07176588885031e-86,"7","Vmp1"
"Drap1",3.45517394196688e-90,0.370013701347385,0.866,0.587,1.11850890849352e-85,"7","Drap1"
"Sdc42",8.91357633852428e-90,0.384633326784953,0.364,0.165,2.88550293230708e-85,"7","Sdc4"
"Cox20",1.59071574764783e-89,0.260924418686071,0.552,0.277,5.14946501828555e-85,"7","Cox20"
"Mrps24",2.91260068801803e-89,0.297892524605906,0.695,0.39,9.42867094725196e-85,"7","Mrps24"
"Actg13",3.33798210820821e-89,0.311915169753089,0.995,0.954,1.08057156806916e-84,"7","Actg1"
"Gps11",3.85668252186471e-89,0.259054000765009,0.624,0.324,1.24848526597804e-84,"7","Gps1"
"Cct4",9.7923805736717e-89,0.370505651565759,0.83,0.552,3.169989439309e-84,"7","Cct4"
